Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.7855925483114256,0.8427092287836058,0.7617156093073723,0.8384959101676941,535796800,0.0,0.0
2000-01-04 00:00:00-05:00,0.8108738491450921,0.8286640886973883,0.7579704880087181,0.7678022980690002,512377600,0.0,0.0
2000-01-05 00:00:00-05:00,0.7771650739937161,0.828195902932167,0.7715473827814021,0.7790376543998718,778321600,0.0,0.0
2000-01-06 00:00:00-05:00,0.7949560043449424,0.8015100094550016,0.7116208672523499,0.7116208672523499,767972800,0.0,0.0
2000-01-07 00:00:00-05:00,0.7228573309926467,0.7565660804117029,0.7153670589686022,0.7453297972679138,460734400,0.0,0.0
2000-01-10 00:00:00-05:00,0.7640564515776919,0.7659290324507801,0.7097486558943772,0.7322211265563965,505064000,0.0,0.0
2000-01-11 00:00:00-05:00,0.7186441797712864,0.7443936536403168,0.6779133093017801,0.6947672367095947,441548800,0.0,0.0
2000-01-12 00:00:00-05:00,0.7116210692089869,0.7153670804411724,0.6479495795794457,0.6531000137329102,976068800,0.0,0.0
2000-01-13 00:00:00-05:00,0.7077585056796949,0.7397112904493266,0.6928945752870597,0.7247298955917358,1032684800,0.0,0.0
2000-01-14 00:00:00-05:00,0.7490750550773586,0.7659289819093256,0.7443936282066345,0.7523520588874817,390376000,0.0,0.0
2000-01-18 00:00:00-05:00,0.7565659550138059,0.7940198092339742,0.7523518369702642,0.7785694599151611,459177600,0.0,0.0
2000-01-19 00:00:00-05:00,0.7912106010078889,0.81461939307356,0.774356618763605,0.7982335686683655,597643200,0.0,0.0
2000-01-20 00:00:00-05:00,0.8651815778652922,0.91012570394249,0.8502002358436584,0.8502002358436584,1831132800,0.0,0.0
2000-01-21 00:00:00-05:00,0.8558181218207479,0.8558181218207479,0.8253871732602506,0.8338145613670349,495924800,0.0,0.0
2000-01-24 00:00:00-05:00,0.8122784256442783,0.8445819075387063,0.7874652170397165,0.7958926558494568,440876800,0.0,0.0
2000-01-25 00:00:00-05:00,0.7865290237472511,0.8473917315795159,0.7668661982029186,0.8408368229866028,497145600,0.0,0.0
2000-01-26 00:00:00-05:00,0.8239826973367468,0.8553499092140853,0.8221101667939974,0.8253871202468872,367158400,0.0,0.0
2000-01-27 00:00:00-05:00,0.8150872291663448,0.8464552941129416,0.8015103063158883,0.8239827752113342,340144000,0.0,0.0
2000-01-28 00:00:00-05:00,0.8104060110500805,0.8305369453799768,0.753757420128263,0.7612476944923401,423348800,0.0,0.0
2000-01-31 00:00:00-05:00,0.7565662533226218,0.7781016091643873,0.7078760986228451,0.7771652936935425,701680000,0.0,0.0
2000-02-01 00:00:00-05:00,0.779037868234564,0.7865289920138381,0.7490751233332983,0.7509476542472839,318035200,0.0,0.0
2000-02-02 00:00:00-05:00,0.7546935670422986,0.7649926857408081,0.7266025066407336,0.7401794791221619,464195200,0.0,0.0
2000-02-03 00:00:00-05:00,0.7514155384570577,0.7809110150011316,0.7509473808958914,0.7738880515098572,475193600,0.0,0.0
2000-02-04 00:00:00-05:00,0.7785695808457531,0.8239826705514156,0.776228842734172,0.8090013265609741,425320000,0.0,0.0
2000-02-07 00:00:00-05:00,0.8090013856597275,0.8558181015514266,0.7935518329109709,0.854413628578186,441067200,0.0,0.0
2000-02-08 00:00:00-05:00,0.8539456061744032,0.8698632690959003,0.8333465659586028,0.8605005145072937,408643200,0.0,0.0
2000-02-09 00:00:00-05:00,0.8548817366488185,0.8773542030280158,0.842241080573601,0.843645453453064,299364800,0.0,0.0
2000-02-10 00:00:00-05:00,0.8455187602357233,0.8530090812035007,0.8239825622658344,0.8502002358436584,302982400,0.0,0.0
2000-02-11 00:00:00-05:00,0.8511367357508585,0.8548818974879008,0.8108740218033019,0.8146191835403442,212251200,0.0,0.0
2000-02-14 00:00:00-05:00,0.8188324920394664,0.867990755053925,0.8136829069069942,0.8675225973129272,367539200,0.0,0.0
2000-02-15 00:00:00-05:00,0.8633095126305748,0.8984226488550295,0.8628413548163896,0.8913996815681458,485744000,0.0,0.0
2000-02-16 00:00:00-05:00,0.8820360144720634,0.8848456614093855,0.8399007115730942,0.8548820614814758,378246400,0.0,0.0
2000-02-17 00:00:00-05:00,0.8628412031544453,0.865181891801597,0.8473916979648453,0.8605005145072937,289497600,0.0,0.0
